signal_date,stage,board,samples,hits
20240226,3.0,SH_MAIN,3,1.0
20240226,3.0,SZ_MAIN,3,2.0
20240227,2.0,SH_MAIN,6,2.0
20240227,2.0,SZ_MAIN,8,1.0
20240227,3.0,SZ_MAIN,4,2.0
20240228,2.0,SH_MAIN,2,1.0
20240228,2.0,SZ_MAIN,3,2.0
20240228,3.0,SH_MAIN,2,1.0
20240228,3.0,SZ_MAIN,1,0.0
20240229,2.0,SH_MAIN,6,2.0
20240229,2.0,SZ_MAIN,2,1.0
20240229,3.0,SH_MAIN,1,1.0
20240229,3.0,SZ_MAIN,2,2.0
20240301,2.0,SH_MAIN,7,1.0
20240301,2.0,SZ_MAIN,11,3.0
20240301,3.0,SH_MAIN,2,1.0
20240301,3.0,SZ_MAIN,1,0.0
20240304,2.0,SH_MAIN,6,1.0
20240304,2.0,SZ_MAIN,2,1.0
20240304,3.0,SH_MAIN,1,1.0
20240304,3.0,SZ_MAIN,3,0.0
20240305,2.0,SH_MAIN,3,0.0
20240305,2.0,SZ_MAIN,5,2.0
20240305,3.0,SH_MAIN,1,1.0
20240305,3.0,SZ_MAIN,1,0.0
20240306,2.0,SH_MAIN,5,5.0
20240306,2.0,SZ_MAIN,3,2.0
20240306,3.0,SZ_MAIN,2,1.0
20240307,2.0,SH_MAIN,3,1.0
20240307,2.0,SZ_MAIN,2,0.0
20240307,3.0,SH_MAIN,5,4.0
20240307,3.0,SZ_MAIN,2,0.0
20240308,2.0,SH_MAIN,3,1.0
20240308,2.0,SZ_MAIN,5,2.0
20240308,3.0,SH_MAIN,1,0.0
20240311,2.0,SH_MAIN,5,0.0
20240311,2.0,SZ_MAIN,9,5.0
20240311,3.0,SH_MAIN,1,1.0
20240311,3.0,SZ_MAIN,2,0.0
20240312,2.0,SH_MAIN,3,1.0
20240312,2.0,SZ_MAIN,6,3.0
20240312,3.0,SZ_MAIN,5,2.0
20240313,2.0,SH_MAIN,4,2.0
20240313,2.0,SZ_MAIN,4,0.0
20240313,3.0,SH_MAIN,1,0.0
20240313,3.0,SZ_MAIN,3,1.0
20240314,2.0,SH_MAIN,1,0.0
20240314,2.0,SZ_MAIN,2,0.0
20240314,3.0,SH_MAIN,2,2.0
20240315,2.0,SH_MAIN,5,2.0
20240315,2.0,SZ_MAIN,8,2.0
20240318,2.0,SH_MAIN,7,1.0
20240318,2.0,SZ_MAIN,5,1.0
20240318,3.0,SH_MAIN,2,0.0
20240318,3.0,SZ_MAIN,2,2.0
20240319,2.0,SH_MAIN,4,4.0
20240319,2.0,SZ_MAIN,4,1.0
20240319,3.0,SH_MAIN,1,1.0
20240319,3.0,SZ_MAIN,1,1.0
20240320,2.0,SH_MAIN,8,3.0
20240320,2.0,SZ_MAIN,5,0.0
20240320,3.0,SH_MAIN,4,2.0
20240320,3.0,SZ_MAIN,1,1.0
20240321,2.0,SH_MAIN,6,3.0
20240321,2.0,SZ_MAIN,5,1.0
20240321,3.0,SH_MAIN,3,0.0
20240322,2.0,SH_MAIN,5,3.0
20240322,2.0,SZ_MAIN,3,1.0
20240322,3.0,SH_MAIN,3,1.0
20240322,3.0,SZ_MAIN,1,0.0
20240325,2.0,SH_MAIN,6,5.0
20240325,2.0,SZ_MAIN,1,0.0
20240325,3.0,SH_MAIN,3,3.0
20240325,3.0,SZ_MAIN,1,0.0
20240326,2.0,SH_MAIN,5,1.0
20240326,2.0,SZ_MAIN,1,0.0
20240326,3.0,SH_MAIN,5,4.0
20240327,2.0,SH_MAIN,3,2.0
20240327,2.0,SZ_MAIN,2,0.0
20240327,3.0,SH_MAIN,1,0.0
20240328,2.0,SH_MAIN,2,1.0
20240328,2.0,SZ_MAIN,3,2.0
20240328,3.0,SH_MAIN,2,1.0
20240329,2.0,SH_MAIN,3,1.0
20240329,2.0,SZ_MAIN,5,2.0
20240329,3.0,SH_MAIN,1,1.0
20240329,3.0,SZ_MAIN,2,2.0
20240401,2.0,SH_MAIN,7,3.0
20240401,2.0,SZ_MAIN,2,1.0
20240401,3.0,SH_MAIN,1,1.0
20240401,3.0,SZ_MAIN,2,1.0
20240402,2.0,SH_MAIN,6,1.0
20240402,2.0,SZ_MAIN,3,0.0
20240402,3.0,SH_MAIN,3,1.0
20240402,3.0,SZ_MAIN,1,1.0
20240403,2.0,SH_MAIN,4,1.0
20240403,2.0,SZ_MAIN,5,2.0
20240403,3.0,SH_MAIN,1,0.0
20240408,2.0,SH_MAIN,2,0.0
20240408,2.0,SZ_MAIN,2,0.0
20240408,3.0,SH_MAIN,1,1.0
20240408,3.0,SZ_MAIN,2,0.0
20240409,2.0,SH_MAIN,1,0.0
20240409,2.0,SZ_MAIN,2,1.0
20240410,2.0,SH_MAIN,3,1.0
20240410,2.0,SZ_MAIN,1,0.0
20240410,3.0,SZ_MAIN,1,1.0
20240411,2.0,SH_MAIN,4,2.0
20240411,3.0,SH_MAIN,1,0.0
20240412,2.0,SH_MAIN,3,0.0
20240412,2.0,SZ_MAIN,4,0.0
20240412,3.0,SH_MAIN,2,1.0
20240415,2.0,SH_MAIN,1,1.0
20240415,2.0,SZ_MAIN,1,1.0
20240416,2.0,SH_MAIN,1,1.0
20240416,2.0,SZ_MAIN,1,1.0
20240416,3.0,SH_MAIN,1,1.0
20240416,3.0,SZ_MAIN,1,1.0
20240417,2.0,SH_MAIN,2,1.0
20240417,2.0,SZ_MAIN,1,0.0
20240417,3.0,SH_MAIN,1,1.0
20240417,3.0,SZ_MAIN,1,0.0
20240418,2.0,SH_MAIN,12,2.0
20240418,2.0,SZ_MAIN,5,2.0
20240418,3.0,SH_MAIN,1,0.0
20240419,2.0,SZ_MAIN,1,0.0
20240419,3.0,SH_MAIN,2,2.0
20240419,3.0,SZ_MAIN,2,0.0
20240422,2.0,SZ_MAIN,2,0.0
20240423,2.0,SH_MAIN,4,0.0
20240423,2.0,SZ_MAIN,3,2.0
20240424,2.0,SH_MAIN,1,1.0
20240424,2.0,SZ_MAIN,1,0.0
20240424,3.0,SZ_MAIN,2,2.0
20240425,2.0,SH_MAIN,3,1.0
20240425,2.0,SZ_MAIN,2,1.0
20240425,3.0,SH_MAIN,1,0.0
20240426,2.0,SH_MAIN,2,1.0
20240426,2.0,SZ_MAIN,1,1.0
20240426,3.0,SH_MAIN,1,0.0
20240426,3.0,SZ_MAIN,1,1.0
20240429,2.0,SH_MAIN,5,2.0
20240429,2.0,SZ_MAIN,5,1.0
20240429,3.0,SH_MAIN,1,0.0
20240429,3.0,SZ_MAIN,1,1.0
20240430,2.0,SH_MAIN,4,1.0
20240430,2.0,SZ_MAIN,5,0.0
20240430,3.0,SH_MAIN,2,1.0
20240430,3.0,SZ_MAIN,1,0.0
20240506,2.0,SH_MAIN,6,2.0
20240506,2.0,SZ_MAIN,3,2.0
20240506,3.0,SH_MAIN,1,0.0
20240507,2.0,SH_MAIN,2,1.0
20240507,2.0,SZ_MAIN,4,1.0
20240507,3.0,SH_MAIN,2,1.0
20240507,3.0,SZ_MAIN,2,1.0
20240508,2.0,SH_MAIN,3,2.0
20240508,2.0,SZ_MAIN,1,0.0
20240508,3.0,SH_MAIN,1,1.0
20240508,3.0,SZ_MAIN,1,0.0
20240509,2.0,SH_MAIN,4,0.0
20240509,2.0,SZ_MAIN,2,0.0
20240509,3.0,SH_MAIN,2,1.0
20240510,2.0,SH_MAIN,1,1.0
20240510,2.0,SZ_MAIN,2,1.0
20240513,2.0,SH_MAIN,5,3.0
20240513,2.0,SZ_MAIN,2,0.0
20240513,3.0,SH_MAIN,1,0.0
20240513,3.0,SZ_MAIN,1,1.0
20240514,2.0,SZ_MAIN,2,0.0
20240514,3.0,SH_MAIN,3,1.0
20240515,2.0,SH_MAIN,3,1.0
20240515,2.0,SZ_MAIN,3,1.0
20240516,2.0,SH_MAIN,4,2.0
20240516,3.0,SH_MAIN,1,1.0
20240516,3.0,SZ_MAIN,1,0.0
20240517,2.0,SH_MAIN,5,1.0
20240517,2.0,SZ_MAIN,7,1.0
20240517,3.0,SH_MAIN,2,0.0
20240520,2.0,SH_MAIN,4,2.0
20240520,2.0,SZ_MAIN,3,0.0
20240520,3.0,SH_MAIN,1,0.0
20240520,3.0,SZ_MAIN,1,0.0
20240521,2.0,SH_MAIN,1,0.0
20240521,2.0,SZ_MAIN,2,2.0
20240521,3.0,SH_MAIN,2,1.0
20240522,2.0,SZ_MAIN,2,2.0
20240522,3.0,SZ_MAIN,2,1.0
20240523,2.0,SH_MAIN,3,0.0
20240523,2.0,SZ_MAIN,2,0.0
20240523,3.0,SZ_MAIN,2,1.0
20240524,2.0,SZ_MAIN,3,1.0
20240527,2.0,SH_MAIN,5,3.0
20240527,3.0,SZ_MAIN,1,0.0
20240528,2.0,SH_MAIN,2,1.0
20240528,2.0,SZ_MAIN,1,0.0
20240528,3.0,SH_MAIN,3,1.0
20240529,2.0,SH_MAIN,1,1.0
20240529,2.0,SZ_MAIN,1,0.0
20240529,3.0,SH_MAIN,1,0.0
20240530,2.0,SH_MAIN,2,0.0
20240530,2.0,SZ_MAIN,3,0.0
20240530,3.0,SH_MAIN,1,1.0
20240531,2.0,SH_MAIN,4,2.0
20240531,2.0,SZ_MAIN,1,0.0
20240603,2.0,SZ_MAIN,1,0.0
20240603,3.0,SH_MAIN,2,1.0
20240604,2.0,SH_MAIN,1,1.0
20240604,2.0,SZ_MAIN,1,0.0
20240605,2.0,SZ_MAIN,3,0.0
20240605,3.0,SH_MAIN,1,1.0
20240606,2.0,SZ_MAIN,2,2.0
20240607,2.0,SH_MAIN,1,0.0
20240607,2.0,SZ_MAIN,1,0.0
20240607,3.0,SZ_MAIN,2,1.0
20240611,2.0,SH_MAIN,1,0.0
20240611,2.0,SZ_MAIN,2,2.0
20240612,2.0,SH_MAIN,2,0.0
20240612,2.0,SZ_MAIN,2,1.0
20240612,3.0,SZ_MAIN,2,2.0
20240613,2.0,SH_MAIN,1,0.0
20240613,2.0,SZ_MAIN,4,1.0
20240613,3.0,SZ_MAIN,1,0.0
20240614,2.0,SH_MAIN,5,2.0
20240614,2.0,SZ_MAIN,2,0.0
20240614,3.0,SZ_MAIN,1,1.0
20240617,2.0,SH_MAIN,1,1.0
20240617,3.0,SH_MAIN,2,0.0
20240618,2.0,SH_MAIN,1,0.0
20240618,2.0,SZ_MAIN,2,2.0
20240618,3.0,SH_MAIN,1,1.0
20240619,2.0,SH_MAIN,2,0.0
20240619,2.0,SZ_MAIN,1,0.0
20240619,3.0,SZ_MAIN,2,1.0
20240620,2.0,SH_MAIN,2,1.0
20240620,2.0,SZ_MAIN,1,0.0
20240621,2.0,SH_MAIN,2,1.0
20240621,2.0,SZ_MAIN,3,1.0
20240621,3.0,SH_MAIN,1,0.0
20240624,2.0,SH_MAIN,2,0.0
20240624,2.0,SZ_MAIN,1,0.0
20240624,3.0,SH_MAIN,1,1.0
20240624,3.0,SZ_MAIN,1,0.0
20240625,2.0,SH_MAIN,1,1.0
20240625,2.0,SZ_MAIN,1,0.0
20240626,2.0,SH_MAIN,2,1.0
20240626,2.0,SZ_MAIN,3,1.0
20240626,3.0,SH_MAIN,1,1.0
20240627,2.0,SH_MAIN,2,0.0
20240627,2.0,SZ_MAIN,2,2.0
20240627,3.0,SH_MAIN,1,0.0
20240627,3.0,SZ_MAIN,1,0.0
20240628,2.0,SZ_MAIN,2,0.0
20240628,3.0,SZ_MAIN,2,2.0
20240701,2.0,SH_MAIN,1,1.0
20240702,2.0,SH_MAIN,4,1.0
20240702,2.0,SZ_MAIN,2,0.0
20240702,3.0,SH_MAIN,1,1.0
20240703,2.0,SH_MAIN,5,1.0
20240703,2.0,SZ_MAIN,5,1.0
20240703,3.0,SH_MAIN,1,0.0
20240704,2.0,SZ_MAIN,1,0.0
20240704,3.0,SH_MAIN,1,1.0
20240704,3.0,SZ_MAIN,1,1.0
20240705,2.0,SH_MAIN,2,1.0
20240705,2.0,SZ_MAIN,1,0.0
20240708,2.0,SZ_MAIN,3,0.0
20240708,3.0,SH_MAIN,1,1.0
20240709,2.0,SH_MAIN,1,0.0
20240709,2.0,SZ_MAIN,2,2.0
20240710,2.0,SH_MAIN,1,1.0
20240710,2.0,SZ_MAIN,2,1.0
20240710,3.0,SZ_MAIN,2,1.0
20240711,2.0,SH_MAIN,4,0.0
20240711,2.0,SZ_MAIN,2,1.0
20240711,3.0,SH_MAIN,1,1.0
20240711,3.0,SZ_MAIN,1,1.0
20240712,2.0,SH_MAIN,5,0.0
20240712,3.0,SZ_MAIN,1,0.0
20240715,2.0,SH_MAIN,2,1.0
20240715,2.0,SZ_MAIN,1,0.0
20240716,3.0,SH_MAIN,1,0.0
20240717,2.0,SH_MAIN,4,2.0
20240717,2.0,SZ_MAIN,2,0.0
20240718,2.0,SH_MAIN,2,0.0
20240718,2.0,SZ_MAIN,1,1.0
20240718,3.0,SH_MAIN,2,0.0
20240719,2.0,SH_MAIN,6,1.0
20240719,2.0,SZ_MAIN,1,0.0
20240719,3.0,SZ_MAIN,1,1.0
20240722,2.0,SH_MAIN,2,1.0
20240722,2.0,SZ_MAIN,2,0.0
20240722,3.0,SH_MAIN,1,0.0
20240723,2.0,SH_MAIN,4,1.0
20240723,2.0,SZ_MAIN,3,1.0
20240723,3.0,SH_MAIN,1,0.0
20240724,2.0,SH_MAIN,6,2.0
20240724,2.0,SZ_MAIN,2,1.0
20240724,3.0,SH_MAIN,1,1.0
20240724,3.0,SZ_MAIN,1,1.0
20240725,2.0,SH_MAIN,1,0.0
20240725,3.0,SH_MAIN,2,0.0
20240725,3.0,SZ_MAIN,1,0.0
20240726,2.0,SH_MAIN,5,5.0
20240726,2.0,SZ_MAIN,3,1.0
20240729,2.0,SH_MAIN,3,2.0
20240729,2.0,SZ_MAIN,6,2.0
20240729,3.0,SH_MAIN,5,3.0
20240729,3.0,SZ_MAIN,1,0.0
20240730,2.0,SH_MAIN,6,1.0
20240730,2.0,SZ_MAIN,4,1.0
20240730,3.0,SH_MAIN,2,2.0
20240730,3.0,SZ_MAIN,2,1.0
20240731,2.0,SH_MAIN,3,1.0
20240731,2.0,SZ_MAIN,4,2.0
20240731,3.0,SH_MAIN,1,1.0
20240731,3.0,SZ_MAIN,1,1.0
20240801,2.0,SH_MAIN,3,1.0
20240801,2.0,SZ_MAIN,6,2.0
20240801,3.0,SH_MAIN,1,0.0
20240801,3.0,SZ_MAIN,2,1.0
20240802,2.0,SH_MAIN,2,2.0
20240802,2.0,SZ_MAIN,3,1.0
20240802,3.0,SH_MAIN,1,1.0
20240802,3.0,SZ_MAIN,2,1.0
20240805,2.0,SH_MAIN,4,1.0
20240805,2.0,SZ_MAIN,2,1.0
20240805,3.0,SH_MAIN,2,1.0
20240805,3.0,SZ_MAIN,1,1.0
20240806,2.0,SH_MAIN,5,1.0
20240806,2.0,SZ_MAIN,5,1.0
20240806,3.0,SH_MAIN,1,1.0
20240806,3.0,SZ_MAIN,1,0.0
20240807,2.0,SH_MAIN,4,1.0
20240807,2.0,SZ_MAIN,4,1.0
20240807,3.0,SH_MAIN,1,0.0
20240807,3.0,SZ_MAIN,1,1.0
20240808,2.0,SH_MAIN,2,0.0
20240808,2.0,SZ_MAIN,1,0.0
20240808,3.0,SH_MAIN,1,0.0
20240808,3.0,SZ_MAIN,1,1.0
20240809,2.0,SH_MAIN,2,0.0
20240809,2.0,SZ_MAIN,3,1.0
20240812,2.0,SH_MAIN,3,1.0
20240812,3.0,SZ_MAIN,1,1.0
20240813,2.0,SH_MAIN,1,0.0
20240813,2.0,SZ_MAIN,1,0.0
20240813,3.0,SH_MAIN,1,1.0
20240814,2.0,SH_MAIN,2,2.0
20240814,2.0,SZ_MAIN,6,1.0
20240815,2.0,SH_MAIN,1,0.0
20240815,2.0,SZ_MAIN,4,1.0
20240815,3.0,SH_MAIN,1,0.0
20240815,3.0,SZ_MAIN,1,1.0
20240816,2.0,SH_MAIN,1,0.0
20240816,2.0,SZ_MAIN,3,3.0
20240816,3.0,SZ_MAIN,1,0.0
20240819,2.0,SH_MAIN,1,0.0
20240819,2.0,SZ_MAIN,2,0.0
20240819,3.0,SZ_MAIN,3,1.0
20240820,2.0,SZ_MAIN,3,0.0
20240821,2.0,SH_MAIN,4,0.0
20240821,2.0,SZ_MAIN,4,1.0
20240822,2.0,SH_MAIN,1,0.0
20240822,3.0,SZ_MAIN,1,0.0
20240823,2.0,SH_MAIN,1,1.0
20240823,2.0,SZ_MAIN,1,0.0
20240826,2.0,SZ_MAIN,5,1.0
20240826,3.0,SH_MAIN,1,0.0
20240827,2.0,SH_MAIN,4,2.0
20240827,2.0,SZ_MAIN,1,0.0
20240827,3.0,SZ_MAIN,1,1.0
20240828,2.0,SZ_MAIN,1,0.0
20240828,3.0,SH_MAIN,2,1.0
20240829,2.0,SH_MAIN,4,2.0
20240829,2.0,SZ_MAIN,3,2.0
20240830,2.0,SH_MAIN,2,0.0
20240830,2.0,SZ_MAIN,5,0.0
20240830,3.0,SH_MAIN,2,0.0
20240830,3.0,SZ_MAIN,2,1.0
20240902,2.0,SZ_MAIN,3,2.0
20240903,2.0,SH_MAIN,3,2.0
20240903,2.0,SZ_MAIN,2,1.0
20240903,3.0,SZ_MAIN,2,1.0
20240904,2.0,SH_MAIN,5,2.0
20240904,2.0,SZ_MAIN,3,1.0
20240904,3.0,SH_MAIN,2,1.0
20240904,3.0,SZ_MAIN,1,1.0
20240905,2.0,SH_MAIN,3,0.0
20240905,2.0,SZ_MAIN,2,1.0
20240905,3.0,SH_MAIN,2,1.0
20240905,3.0,SZ_MAIN,1,1.0
20240906,2.0,SH_MAIN,3,1.0
20240906,2.0,SZ_MAIN,3,1.0
20240906,3.0,SZ_MAIN,1,1.0
20240909,2.0,SH_MAIN,4,1.0
20240909,2.0,SZ_MAIN,2,2.0
20240909,3.0,SH_MAIN,1,0.0
20240909,3.0,SZ_MAIN,1,1.0
20240910,2.0,SH_MAIN,1,0.0
20240910,2.0,SZ_MAIN,4,1.0
20240910,3.0,SH_MAIN,1,0.0
20240910,3.0,SZ_MAIN,2,1.0
20240911,2.0,SH_MAIN,3,0.0
20240911,2.0,SZ_MAIN,2,1.0
20240911,3.0,SZ_MAIN,1,1.0
20240912,2.0,SH_MAIN,2,1.0
20240912,2.0,SZ_MAIN,2,1.0
20240912,3.0,SZ_MAIN,1,0.0
20240913,2.0,SH_MAIN,2,0.0
20240913,2.0,SZ_MAIN,2,0.0
20240913,3.0,SH_MAIN,1,0.0
20240913,3.0,SZ_MAIN,1,1.0
20240918,2.0,SH_MAIN,3,3.0
20240918,2.0,SZ_MAIN,2,0.0
20240919,2.0,SH_MAIN,1,1.0
20240919,2.0,SZ_MAIN,3,1.0
20240919,3.0,SH_MAIN,3,2.0
20240920,2.0,SH_MAIN,5,4.0
20240920,2.0,SZ_MAIN,3,1.0
20240920,3.0,SH_MAIN,1,1.0
20240920,3.0,SZ_MAIN,1,1.0
20240923,2.0,SH_MAIN,4,0.0
20240923,2.0,SZ_MAIN,3,2.0
20240923,3.0,SH_MAIN,4,2.0
20240923,3.0,SZ_MAIN,1,1.0
20240924,2.0,SH_MAIN,4,2.0
20240924,2.0,SZ_MAIN,2,1.0
20240924,3.0,SZ_MAIN,2,1.0
20240925,2.0,SH_MAIN,7,5.0
20240925,2.0,SZ_MAIN,9,4.0
20240925,3.0,SH_MAIN,2,2.0
20240925,3.0,SZ_MAIN,1,1.0
20240926,2.0,SH_MAIN,2,1.0
20240926,2.0,SZ_MAIN,4,2.0
20240926,3.0,SH_MAIN,5,3.0
20240926,3.0,SZ_MAIN,3,3.0
20240927,2.0,SH_MAIN,23,22.0
20240927,2.0,SZ_MAIN,19,15.0
20240927,3.0,SH_MAIN,1,1.0
20240927,3.0,SZ_MAIN,2,2.0
20240930,2.0,SH_MAIN,17,13.0
20240930,2.0,SZ_MAIN,25,17.0
20240930,3.0,SH_MAIN,22,6.0
20240930,3.0,SZ_MAIN,15,4.0
20241008,2.0,SH_MAIN,110,5.0
20241008,2.0,SZ_MAIN,100,8.0
20241008,3.0,SH_MAIN,13,1.0
20241008,3.0,SZ_MAIN,17,1.0
20241009,2.0,SH_MAIN,1,0.0
20241009,2.0,SZ_MAIN,3,0.0
20241009,3.0,SH_MAIN,5,0.0
20241009,3.0,SZ_MAIN,8,0.0
20241010,2.0,SH_MAIN,1,0.0
20241010,2.0,SZ_MAIN,2,1.0
20241011,2.0,SH_MAIN,3,1.0
20241011,2.0,SZ_MAIN,3,0.0
20241011,3.0,SZ_MAIN,1,1.0
20241014,2.0,SH_MAIN,3,2.0
20241014,2.0,SZ_MAIN,4,1.0
20241014,3.0,SH_MAIN,1,0.0
20241015,2.0,SH_MAIN,6,4.0
20241015,2.0,SZ_MAIN,6,4.0
20241015,3.0,SH_MAIN,2,2.0
20241015,3.0,SZ_MAIN,1,0.0
20241016,2.0,SH_MAIN,3,1.0
20241016,2.0,SZ_MAIN,3,0.0
20241016,3.0,SH_MAIN,4,2.0
20241016,3.0,SZ_MAIN,4,2.0
20241017,2.0,SH_MAIN,4,2.0
20241017,2.0,SZ_MAIN,5,3.0
20241017,3.0,SH_MAIN,1,1.0
20241018,2.0,SH_MAIN,5,3.0
20241018,2.0,SZ_MAIN,3,1.0
20241018,3.0,SH_MAIN,2,2.0
20241018,3.0,SZ_MAIN,3,3.0
20241021,2.0,SH_MAIN,6,5.0
20241021,2.0,SZ_MAIN,11,8.0
20241021,3.0,SH_MAIN,3,3.0
20241021,3.0,SZ_MAIN,1,0.0
20241022,2.0,SH_MAIN,9,5.0
20241022,2.0,SZ_MAIN,4,3.0
20241022,3.0,SH_MAIN,5,2.0
20241022,3.0,SZ_MAIN,8,3.0
20241023,2.0,SH_MAIN,4,1.0
20241023,2.0,SZ_MAIN,8,3.0
20241023,3.0,SH_MAIN,5,2.0
20241023,3.0,SZ_MAIN,3,1.0
20241024,2.0,SH_MAIN,4,2.0
20241024,2.0,SZ_MAIN,5,3.0
20241024,3.0,SH_MAIN,1,1.0
20241024,3.0,SZ_MAIN,3,1.0
20241025,2.0,SH_MAIN,10,9.0
20241025,2.0,SZ_MAIN,14,10.0
20241025,3.0,SH_MAIN,2,2.0
20241025,3.0,SZ_MAIN,3,2.0
20241028,2.0,SH_MAIN,23,7.0
20241028,2.0,SZ_MAIN,26,9.0
20241028,3.0,SH_MAIN,9,4.0
20241028,3.0,SZ_MAIN,10,5.0
20241029,2.0,SH_MAIN,11,7.0
20241029,2.0,SZ_MAIN,8,5.0
20241029,3.0,SH_MAIN,7,4.0
20241029,3.0,SZ_MAIN,9,8.0
20241030,2.0,SH_MAIN,6,4.0
20241030,2.0,SZ_MAIN,8,5.0
20241030,3.0,SH_MAIN,7,6.0
20241030,3.0,SZ_MAIN,5,4.0
20241031,2.0,SH_MAIN,12,0.0
20241031,2.0,SZ_MAIN,17,3.0
20241031,3.0,SH_MAIN,4,0.0
20241031,3.0,SZ_MAIN,5,2.0
20241101,2.0,SH_MAIN,13,2.0
20241101,2.0,SZ_MAIN,9,6.0
20241101,3.0,SZ_MAIN,3,0.0
20241104,2.0,SH_MAIN,7,3.0
20241104,2.0,SZ_MAIN,5,1.0
20241104,3.0,SH_MAIN,2,2.0
20241104,3.0,SZ_MAIN,6,5.0
20241105,2.0,SH_MAIN,14,7.0
20241105,2.0,SZ_MAIN,10,5.0
20241105,3.0,SH_MAIN,3,2.0
20241105,3.0,SZ_MAIN,1,1.0
20241106,2.0,SH_MAIN,5,2.0
20241106,2.0,SZ_MAIN,17,9.0
20241106,3.0,SH_MAIN,7,2.0
20241106,3.0,SZ_MAIN,5,2.0
20241107,2.0,SH_MAIN,8,3.0
20241107,2.0,SZ_MAIN,14,6.0
20241107,3.0,SH_MAIN,2,1.0
20241107,3.0,SZ_MAIN,9,3.0
20241108,2.0,SH_MAIN,11,4.0
20241108,2.0,SZ_MAIN,8,3.0
20241108,3.0,SH_MAIN,3,1.0
20241108,3.0,SZ_MAIN,5,2.0
20241111,2.0,SH_MAIN,10,1.0
20241111,2.0,SZ_MAIN,13,1.0
20241111,3.0,SH_MAIN,4,1.0
20241111,3.0,SZ_MAIN,3,0.0
20241112,2.0,SH_MAIN,7,0.0
20241112,2.0,SZ_MAIN,7,2.0
20241112,3.0,SH_MAIN,1,1.0
20241112,3.0,SZ_MAIN,1,0.0
20241113,2.0,SH_MAIN,3,1.0
20241113,2.0,SZ_MAIN,3,0.0
20241113,3.0,SZ_MAIN,2,2.0
20241114,2.0,SH_MAIN,4,2.0
20241114,2.0,SZ_MAIN,4,2.0
20241114,3.0,SH_MAIN,1,1.0
20241115,2.0,SZ_MAIN,4,3.0
20241115,3.0,SH_MAIN,2,2.0
20241115,3.0,SZ_MAIN,2,2.0
20241118,2.0,SH_MAIN,9,3.0
20241118,2.0,SZ_MAIN,7,3.0
20241118,3.0,SZ_MAIN,3,1.0
20241119,2.0,SH_MAIN,4,3.0
20241119,2.0,SZ_MAIN,4,4.0
20241119,3.0,SH_MAIN,3,2.0
20241119,3.0,SZ_MAIN,3,3.0
20241120,2.0,SH_MAIN,11,5.0
20241120,2.0,SZ_MAIN,10,5.0
20241120,3.0,SH_MAIN,3,2.0
20241120,3.0,SZ_MAIN,4,3.0
20241121,2.0,SH_MAIN,3,1.0
20241121,2.0,SZ_MAIN,17,8.0
20241121,3.0,SH_MAIN,5,5.0
20241121,3.0,SZ_MAIN,5,4.0
20241122,2.0,SH_MAIN,6,4.0
20241122,2.0,SZ_MAIN,4,2.0
20241122,3.0,SH_MAIN,1,0.0
20241122,3.0,SZ_MAIN,8,6.0
20241125,2.0,SH_MAIN,10,1.0
20241125,2.0,SZ_MAIN,12,2.0
20241125,3.0,SH_MAIN,4,1.0
20241125,3.0,SZ_MAIN,2,1.0
20241126,2.0,SH_MAIN,9,2.0
20241126,2.0,SZ_MAIN,9,0.0
20241126,3.0,SH_MAIN,1,0.0
20241126,3.0,SZ_MAIN,2,1.0
20241127,2.0,SH_MAIN,7,4.0
20241127,2.0,SZ_MAIN,4,3.0
20241127,3.0,SH_MAIN,2,1.0
20241128,2.0,SH_MAIN,3,0.0
20241128,2.0,SZ_MAIN,15,7.0
20241128,3.0,SH_MAIN,4,3.0
20241128,3.0,SZ_MAIN,3,3.0
20241129,2.0,SH_MAIN,6,1.0
20241129,2.0,SZ_MAIN,7,6.0
20241129,3.0,SZ_MAIN,7,5.0
20241202,2.0,SH_MAIN,13,7.0
20241202,2.0,SZ_MAIN,14,5.0
20241202,3.0,SH_MAIN,1,0.0
20241202,3.0,SZ_MAIN,6,3.0
20241203,2.0,SH_MAIN,7,0.0
20241203,2.0,SZ_MAIN,14,6.0
20241203,3.0,SH_MAIN,7,2.0
20241203,3.0,SZ_MAIN,5,3.0
20241204,2.0,SH_MAIN,5,3.0
20241204,2.0,SZ_MAIN,4,0.0
20241204,3.0,SZ_MAIN,6,5.0
20241205,2.0,SH_MAIN,10,3.0
20241205,2.0,SZ_MAIN,11,3.0
20241205,3.0,SH_MAIN,3,2.0
20241206,2.0,SH_MAIN,14,6.0
20241206,2.0,SZ_MAIN,12,5.0
20241206,3.0,SH_MAIN,3,1.0
20241206,3.0,SZ_MAIN,3,2.0
20241209,2.0,SH_MAIN,5,4.0
20241209,2.0,SZ_MAIN,6,3.0
20241209,3.0,SH_MAIN,6,1.0
20241209,3.0,SZ_MAIN,5,3.0
20241210,2.0,SH_MAIN,4,3.0
20241210,2.0,SZ_MAIN,10,4.0
20241210,3.0,SH_MAIN,4,3.0
20241210,3.0,SZ_MAIN,3,2.0
20241211,2.0,SH_MAIN,12,8.0
20241211,2.0,SZ_MAIN,9,6.0
20241211,3.0,SH_MAIN,3,2.0
20241211,3.0,SZ_MAIN,4,2.0
20241212,2.0,SH_MAIN,15,2.0
20241212,2.0,SZ_MAIN,13,5.0
